Title,Type,BodyPart,Equipment,Level,BodyGroup,exercise_id,goal_tag,movement_type,equipment_std
Bent-over dumbbell rear delt row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02211,FatLoss,Compound,Dumbbell
Incline dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02212,FatLoss,Isolation,Dumbbell
Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02213,Endurance,Isolation,Dumbbell
Dumbbell external shoulder rotation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02214,FatLoss,Isolation,Dumbbell
Single-arm incline lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02215,Hypertrophy,Isolation,Dumbbell
Seated rear delt fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02216,Endurance,Isolation,Dumbbell
Dumbbell Raise,Strength,Shoulders,Dumbbell,Beginner,Upper Body,E02217,FatLoss,Isolation,Dumbbell
Seated Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02218,Endurance,Isolation,Dumbbell
Dumbbell Lying Rear Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02219,Hypertrophy,Isolation,Dumbbell
Head-on-bench dumbbell rear delt raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02220,Hypertrophy,Compound,Dumbbell
Cuban press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02221,Endurance,Compound,Dumbbell
Reverse Flyes With External Rotation,Strength,Shoulders,Dumbbell,Beginner,Upper Body,E02222,FatLoss,Isolation,Dumbbell
Single-arm side lying rear fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02223,Endurance,Isolation,Dumbbell
Single-arm dumbbell upright row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02224,Hypertrophy,Compound,Dumbbell
Dumbbell Scaption,Strength,Shoulders,Dumbbell,Beginner,Upper Body,E02225,FatLoss,Isolation,Dumbbell
See-Saw Press (Alternating Side Press),Strength,Shoulders,Dumbbell,Beginner,Upper Body,E02226,Endurance,Compound,Dumbbell
Dumbbell Incline Shoulder Raise,Strength,Shoulders,Dumbbell,Beginner,Upper Body,E02227,Endurance,Isolation,Dumbbell
Single-arm half-kneeling shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02228,FatLoss,Compound,Dumbbell
Dumbbell Clean And Jerk,Strength,Shoulders,Dumbbell,Beginner,Upper Body,E02229,Hypertrophy,Compound,Dumbbell
Dumbbell shoulder press with body rotation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02230,Endurance,Compound,Dumbbell
Dumbbell Fix Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02231,Endurance,Compound,Dumbbell
Dumbbell Fix Standing Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02232,FatLoss,Compound,Dumbbell
Dumbbell Fix Dumbbell Single-Arm Snatch,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02233,Hypertrophy,Compound,Dumbbell
Paul Carter Rear-Delt Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02234,Hypertrophy,Isolation,Dumbbell
FYR Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02235,Hypertrophy,Compound,Dumbbell
FYR Single-Arm Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02236,Endurance,Compound,Dumbbell
FYR Dumbbell Tempo L-Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02237,FatLoss,Isolation,Dumbbell
Dumbbell seesaw shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02238,FatLoss,Compound,Dumbbell
FYR Dumbbell front raise to lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02239,FatLoss,Isolation,Dumbbell
FYR Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02240,Endurance,Compound,Dumbbell
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02241,FatLoss,Compound,Dumbbell
FYR Dumbbell Thruster,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02242,FatLoss,Compound,Dumbbell
Dumbbell hang snatch,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02243,FatLoss,Compound,Dumbbell
Surfer sprawl,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02244,Endurance,Isolation,Dumbbell
Dumbbell clean and press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02245,Endurance,Compound,Dumbbell
Standing One-Arm Shoulder Press - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02246,Hypertrophy,Compound,Dumbbell
Incline Front Dumbbell Raise - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02247,Hypertrophy,Isolation,Dumbbell
Dumbbell lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02248,FatLoss,Isolation,Dumbbell
Incline Rear-Delt Fly - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02249,FatLoss,Isolation,Dumbbell
Incline Bench Rear Dumbbell Fly - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02250,FatLoss,Compound,Dumbbell
Dumbbell front raise and press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02251,Hypertrophy,Compound,Dumbbell
Rotator cuff warm-up,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02252,Hypertrophy,Isolation,Dumbbell
Seated Lateral Raise - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02253,FatLoss,Isolation,Dumbbell
Single-arm dumbbell arc row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02254,FatLoss,Compound,Dumbbell
Incline Rear Delt Raises - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02255,Hypertrophy,Isolation,Dumbbell
Incline Dumbbell Y Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02256,FatLoss,Isolation,Dumbbell
HM Bent-Over Rear-Delt Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02257,FatLoss,Isolation,Dumbbell
HM Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02258,Endurance,Compound,Dumbbell
HM Single-Leg Overhead Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02259,FatLoss,Compound,Dumbbell
6 Way Shoulder Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02260,Endurance,Isolation,Dumbbell
Seated dumbbell lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02261,Hypertrophy,Isolation,Dumbbell
AM Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02262,Endurance,Compound,Dumbbell
AM Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02263,FatLoss,Isolation,Dumbbell
AM Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02264,FatLoss,Isolation,Dumbbell
UP Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02265,Endurance,Isolation,Dumbbell
UP Seated Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02266,Endurance,Compound,Dumbbell
AA Incline Bench Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02267,Hypertrophy,Compound,Dumbbell
CM Forward Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02268,Endurance,Compound,Dumbbell
Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02269,FatLoss,Isolation,Dumbbell
Standing Dumbbell Scap Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02270,FatLoss,Isolation,Dumbbell
Holman Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02271,FatLoss,Compound,Dumbbell
Holman Slow Weighted Half Jack to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02272,Hypertrophy,Compound,Dumbbell
Holman Slow Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02273,Hypertrophy,Compound,Dumbbell
Holman Boat Arnold Press with Feet Push-Out,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02274,FatLoss,Compound,Dumbbell
Holman Dumbbell Hip Drive to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02275,Endurance,Compound,Dumbbell
Holman Squat Thrust to Alternating Renegade Triceps Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02276,Endurance,Compound,Dumbbell
Holman Cheer Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02277,Endurance,Compound,Dumbbell
Holman Left Arm Press with Right Arm Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02278,Endurance,Compound,Dumbbell
Holman Right Arm Press with Left Arm Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02279,Endurance,Compound,Dumbbell
Holman Left Front Raise with Right Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02280,Endurance,Isolation,Dumbbell
Holman Right Front Raise with Left Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02281,Endurance,Isolation,Dumbbell
Holman Alternating Front Raise to Side Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02282,FatLoss,Isolation,Dumbbell
Holman Heavy Right Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02283,Hypertrophy,Compound,Dumbbell
Holman Heavy Left Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02284,Endurance,Compound,Dumbbell
Holman Right Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02285,Hypertrophy,Compound,Dumbbell
Holman Right Diagonal Lunge to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02286,FatLoss,Compound,Dumbbell
Holman Left Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02287,Hypertrophy,Compound,Dumbbell
Holman Weighted Palms-In Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02288,Endurance,Compound,Dumbbell
Dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02289,FatLoss,Isolation,Dumbbell
Dumbbell clean and push-press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02290,Endurance,Compound,Dumbbell
Total Fitness Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02291,Endurance,Isolation,Dumbbell
Single-arm dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02292,FatLoss,Isolation,Dumbbell
Jordan Shallow Dumbbell Pull-Over,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02293,Endurance,Compound,Dumbbell
King Maker Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02294,Endurance,Isolation,Dumbbell
Dumbbell shadow boxing,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02295,Endurance,Isolation,Dumbbell
King Maker Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02296,Endurance,Isolation,Dumbbell
King Maker Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02297,Endurance,Isolation,Dumbbell
30 Shoulders Alternating Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02298,Hypertrophy,Isolation,Dumbbell
30 Shoulders Bent-Over Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02299,FatLoss,Isolation,Dumbbell
30 Shoulders Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02300,Endurance,Isolation,Dumbbell
30 Shoulders Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02301,Hypertrophy,Isolation,Dumbbell
30 Shoulders Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02302,Hypertrophy,Isolation,Dumbbell
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02303,Hypertrophy,Isolation,Dumbbell
30 Shoulders Seated Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02304,Hypertrophy,Isolation,Dumbbell
30 Shoulders Seated Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02305,Endurance,Isolation,Dumbbell
30 Shoulders Neutral-Grip Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02306,Endurance,Compound,Dumbbell
30 Shoulders Standing Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02307,Endurance,Compound,Dumbbell
MetaBurn 3-Way Shoulder Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02308,Endurance,Isolation,Dumbbell
MetaBurn Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02309,Endurance,Compound,Dumbbell
MetaBurn Single-Leg Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02310,Endurance,Compound,Dumbbell
RG Forward-Leaning Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02311,Endurance,Compound,Dumbbell
RG Alternating Seated Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02312,Hypertrophy,Isolation,Dumbbell
RG Seated Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02313,Endurance,Compound,Dumbbell
FYR2 Dumbbell Clean and Jerk,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02314,Hypertrophy,Compound,Dumbbell
FYR2 Dumbbell Cross-Body Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02315,Hypertrophy,Isolation,Dumbbell
FYR2 Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02316,Hypertrophy,Isolation,Dumbbell
FYR2 Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02317,FatLoss,Isolation,Dumbbell
FYR2 Lateral Raise Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02318,Endurance,Isolation,Dumbbell
FYR2 Seesaw Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02319,Endurance,Compound,Dumbbell
FYR2 Single-Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02320,Endurance,Isolation,Dumbbell
FYR2 Single-Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02321,FatLoss,Compound,Dumbbell
Car driver,Strength,Shoulders,Other,Intermediate,Upper Body,E02322,Hypertrophy,Isolation,Other
Arnold press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02323,FatLoss,Compound,Dumbbell
Front Plate Raise,Strength,Shoulders,Other,Intermediate,Upper Body,E02324,Hypertrophy,Isolation,Other
Battle ropes,Strength,Shoulders,Other,Intermediate,Upper Body,E02325,Hypertrophy,Isolation,Other
Seated rear delt fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02326,Hypertrophy,Isolation,Dumbbell
Landmine Linear Jammer,Strength,Shoulders,Other,Intermediate,Upper Body,E02327,Hypertrophy,Isolation,Other
Sled Reverse Flye,Strength,Shoulders,Other,Intermediate,Upper Body,E02328,Hypertrophy,Isolation,Other
Plate shoulder circle big to small,Strength,Shoulders,Other,Intermediate,Upper Body,E02329,Hypertrophy,Isolation,Other
Sled Overhead Backward Walk,Strength,Shoulders,Other,Beginner,Upper Body,E02330,Hypertrophy,Isolation,Other
Standing suspended rear delt fly,Strength,Shoulders,Other,Intermediate,Upper Body,E02331,Hypertrophy,Isolation,Other
Waiter's carry,Strength,Shoulders,Other,Intermediate,Upper Body,E02332,Hypertrophy,Isolation,Other
Towel dumbbell front raise,Strength,Shoulders,Other,Intermediate,Upper Body,E02333,Hypertrophy,Isolation,Other
Upright Row - Gethin Variation,Strength,Shoulders,Other,Intermediate,Upper Body,E02334,Hypertrophy,Compound,Other
Squat Press Shoulder Press - Gethin Variation,Strength,Shoulders,Other,Intermediate,Upper Body,E02335,Hypertrophy,Compound,Other
Plate lateral raise,Strength,Shoulders,Other,Intermediate,Upper Body,E02336,Hypertrophy,Isolation,Other
Standing Military Press - Gethin Variation,Strength,Shoulders,Other,Intermediate,Upper Body,E02337,Hypertrophy,Compound,Other
Bent-over plate rear delt raise,Strength,Shoulders,Other,Intermediate,Upper Body,E02338,Hypertrophy,Isolation,Other
Single-arm landmine press,Strength,Shoulders,Other,Intermediate,Upper Body,E02339,Hypertrophy,Compound,Other
Plate front raise,Strength,Shoulders,Other,Intermediate,Upper Body,E02340,Hypertrophy,Isolation,Other
Holman Slow Overhead Press,Strength,Shoulders,Other,Intermediate,Upper Body,E02341,Hypertrophy,Compound,Other
30 Shoulders Plate Front Raise,Strength,Shoulders,Other,Intermediate,Upper Body,E02342,Hypertrophy,Isolation,Other
Single-arm landmine push-press,Strength,Shoulders,Other,Intermediate,Upper Body,E02343,Hypertrophy,Compound,Other
Single-arm cable front raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02344,Hypertrophy,Isolation,Cable
Cable Internal Rotation,Strength,Shoulders,Cable,Beginner,Upper Body,E02345,Hypertrophy,Isolation,Cable
Seated face pull,Strength,Shoulders,Cable,Intermediate,Upper Body,E02346,Hypertrophy,Compound,Cable
Single-arm bent-over cable rear delt fly,Strength,Shoulders,Cable,Intermediate,Upper Body,E02347,Hypertrophy,Isolation,Cable
Seated cable shoulder press,Strength,Shoulders,Cable,Intermediate,Upper Body,E02348,Hypertrophy,Compound,Cable
Standing face pull,Strength,Shoulders,Cable,Intermediate,Upper Body,E02349,Hypertrophy,Compound,Cable
Standing cable rear delt row,Strength,Shoulders,Cable,Intermediate,Upper Body,E02350,Hypertrophy,Compound,Cable
Standing Low-Pulley Deltoid Raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02351,Hypertrophy,Compound,Cable
Standing crossed-cable rear delt fly,Strength,Shoulders,Cable,Intermediate,Upper Body,E02352,Hypertrophy,Isolation,Cable
Cable Shoulder Press,Strength,Shoulders,Cable,Beginner,Upper Body,E02353,Hypertrophy,Compound,Cable
Alternating Cable Shoulder Press,Strength,Shoulders,Cable,Beginner,Upper Body,E02354,Hypertrophy,Compound,Cable
Cable Seated Lateral Raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02355,Hypertrophy,Isolation,Cable
Single-arm lying cable front raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02356,Hypertrophy,Isolation,Cable
Lying cable front raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02357,Hypertrophy,Isolation,Cable
Cable Rear Delt Fly - Gethin Variation,Strength,Shoulders,Cable,Intermediate,Upper Body,E02358,Hypertrophy,Isolation,Cable
One-Arm Cable Side Raise - Gethin Variation,Strength,Shoulders,Cable,Intermediate,Upper Body,E02359,Hypertrophy,Isolation,Cable
Rope Face Pull - Gethin Variation,Strength,Shoulders,Cable,Intermediate,Upper Body,E02360,Hypertrophy,Compound,Cable
Lying cable lateral raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02361,Hypertrophy,Isolation,Cable
Cable seated row,Strength,Shoulders,Cable,Intermediate,Upper Body,E02362,Hypertrophy,Compound,Cable
Single-arm cable lateral raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02363,Hypertrophy,Isolation,Cable
UP Cable Face Pull,Strength,Shoulders,Cable,Intermediate,Upper Body,E02364,Hypertrophy,Compound,Cable
AA Cable Leaning Side Raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02365,Hypertrophy,Isolation,Cable
30 Shoulders Bent-Over Low Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,Upper Body,E02366,Hypertrophy,Isolation,Cable
30 Shoulders Cable Rope Face Pull,Strength,Shoulders,Cable,Intermediate,Upper Body,E02367,Hypertrophy,Compound,Cable
30 Shoulders Cable Straight-Bar Front Raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02368,Hypertrophy,Isolation,Cable
30 Shoulders Cable Straight-Bar Upright Row,Strength,Shoulders,Cable,Intermediate,Upper Body,E02369,Hypertrophy,Compound,Cable
30 Shoulders High Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,Upper Body,E02370,Hypertrophy,Isolation,Cable
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,Upper Body,E02371,Hypertrophy,Isolation,Cable
30 Shoulders Single-Arm Cable Front Raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02372,Hypertrophy,Isolation,Cable
30 Shoulders Single-Arm Leaning Cable Lateral Raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02373,Hypertrophy,Isolation,Cable
RG 3-Way Single-Arm Rear Delt Cable Fly,Strength,Shoulders,Cable,Intermediate,Upper Body,E02374,Hypertrophy,Isolation,Cable
RG Single-Arm Cross-Body Cable Front Raise,Strength,Shoulders,Cable,Intermediate,Upper Body,E02375,Hypertrophy,Isolation,Cable
Smith machine shoulder press,Strength,Shoulders,Machine,Intermediate,Upper Body,E02376,Hypertrophy,Compound,Machine
Machine shoulder press,Strength,Shoulders,Machine,Intermediate,Upper Body,E02377,Hypertrophy,Compound,Machine
Reverse Machine Flyes,Strength,Shoulders,Machine,Intermediate,Upper Body,E02378,Hypertrophy,Isolation,Machine
Single-arm Smith machine upright row,Strength,Shoulders,Machine,Intermediate,Upper Body,E02379,Hypertrophy,Compound,Machine
