Title,Type,BodyPart,Equipment,Level,BodyGroup,exercise_id,goal_tag,movement_type,equipment_std
MetaBurn Alternating Superman,Strength,Lower Back,Bodyweight,Intermediate,Back,E01439,Hypertrophy,Isolation,Bodyweight
MetaBurn Swimmer,Strength,Lower Back,Bodyweight,Intermediate,Back,E01440,Hypertrophy,Isolation,Bodyweight
Exercise ball weighted hyperextension,Strength,Lower Back,Exercise Ball,Beginner,Back,E01441,Hypertrophy,Isolation,Exercise Ball
Exercise ball rear delt fly,Strength,Lower Back,Exercise Ball,Intermediate,Back,E01442,Hypertrophy,Isolation,Exercise Ball
Lying rear delt Y,Strength,Lower Back,Exercise Ball,Intermediate,Back,E01443,Hypertrophy,Isolation,Exercise Ball
Partner Facing Feet-Elevated Side Plank With Band Row,Strength,Middle Back,Bands,Beginner,Back,E01444,Hypertrophy,Compound,Bands
Partner side plank band row,Strength,Middle Back,Bands,Intermediate,Back,E01445,Hypertrophy,Compound,Bands
Band-assisted chin-up,Strength,Middle Back,Bands,Intermediate,Back,E01446,Hypertrophy,Isolation,Bands
30 Back Band-Assisted Pull-Up,Strength,Middle Back,Bands,Intermediate,Back,E01447,FatLoss,Compound,Bands
30 Back Reverse-Grip Band-Assisted Pull-Up,Strength,Middle Back,Bands,Intermediate,Back,E01448,FatLoss,Compound,Bands
Band bent-over row,Strength,Middle Back,Bands,Intermediate,Back,E01449,Endurance,Compound,Bands
Heavy band bent-over row,Strength,Middle Back,Bands,Intermediate,Back,E01450,Endurance,Compound,Bands
Reverse-grip bent-over row,Strength,Middle Back,Barbell,Intermediate,Back,E01451,Hypertrophy,Compound,Barbell
One-Arm Long Bar Row,Strength,Middle Back,Barbell,Intermediate,Back,E01452,Hypertrophy,Compound,Barbell
Bent Over Barbell Row,Strength,Middle Back,Barbell,Intermediate,Back,E01453,Strength,Compound,Barbell
Yates Row Reverse Grip,Strength,Middle Back,Barbell,Beginner,Back,E01454,Strength,Compound,Barbell
Pendlay Row,Strength,Middle Back,Barbell,Intermediate,Back,E01455,Strength,Compound,Barbell
Straight Bar Bench Mid Rows,Strength,Middle Back,Barbell,Beginner,Back,E01456,Hypertrophy,Compound,Barbell
Barbell seal row,Strength,Middle Back,Barbell,Intermediate,Back,E01457,Hypertrophy,Compound,Barbell
Yates Row,Strength,Middle Back,Barbell,Beginner,Back,E01458,Hypertrophy,Compound,Barbell
Plate Row,Strength,Middle Back,Barbell,Beginner,Back,E01459,Hypertrophy,Compound,Barbell
Barbell Deadlift Bent Row Complex,Strength,Middle Back,Barbell,Beginner,Back,E01460,Strength,Compound,Barbell
Single-Arm Landmine Row,Strength,Middle Back,Barbell,Beginner,Back,E01461,Hypertrophy,Compound,Barbell
TBS T-Bar Row,Strength,Middle Back,Barbell,Intermediate,Back,E01462,Hypertrophy,Compound,Barbell
TBS Deficit Deadlift,Strength,Middle Back,Barbell,Intermediate,Back,E01463,Hypertrophy,Compound,Barbell
Bent-Over Barbell Row - Gethin Variation,Strength,Middle Back,Barbell,Intermediate,Back,E01464,Strength,Compound,Barbell
Barbell bent-over row,Strength,Middle Back,Barbell,Intermediate,Back,E01465,Strength,Compound,Barbell
UN Barbell Rack Pull,Strength,Middle Back,Barbell,Intermediate,Back,E01466,Strength,Compound,Barbell
UN Barbell Scrape The Rack,Strength,Middle Back,Barbell,Intermediate,Back,E01467,Hypertrophy,Isolation,Barbell
Barbell deadlift bent-over row complex,Strength,Middle Back,Barbell,Intermediate,Back,E01468,Strength,Compound,Barbell
30 Back Barbell Deadlift,Strength,Middle Back,Barbell,Intermediate,Back,E01469,Strength,Compound,Barbell
30 Back Bent-Over Barbell Row,Strength,Middle Back,Barbell,Intermediate,Back,E01470,Strength,Compound,Barbell
30 Back T-Bar Row,Strength,Middle Back,Barbell,Intermediate,Back,E01471,Hypertrophy,Compound,Barbell
30 Back Underhand Bent-Over Barbell Row,Strength,Middle Back,Barbell,Intermediate,Back,E01472,Strength,Compound,Barbell
Kettlebell alternating renegade row,Strength,Middle Back,Kettlebells,Intermediate,Back,E01473,Hypertrophy,Compound,Kettlebell
Alternating Kettlebell Row,Strength,Middle Back,Kettlebells,Intermediate,Back,E01474,Hypertrophy,Compound,Kettlebell
Two-Arm Kettlebell Row,Strength,Middle Back,Kettlebells,Beginner,Back,E01475,Hypertrophy,Compound,Kettlebell
Kettlebell bent-over row to clean,Strength,Middle Back,Kettlebells,Intermediate,Back,E01476,Hypertrophy,Compound,Kettlebell
UP Deficit Kettlebell Stiff-Legged Deadlift,Strength,Middle Back,Kettlebells,Intermediate,Back,E01477,Hypertrophy,Compound,Kettlebell
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,Strength,Middle Back,Kettlebells,Intermediate,Back,E01478,Hypertrophy,Compound,Kettlebell
FYR2 Double-Kettlebell Swing Clean,Strength,Middle Back,Kettlebells,Intermediate,Back,E01479,Hypertrophy,Compound,Kettlebell
Single-arm kettlebell row-,Strength,Middle Back,Kettlebells,Intermediate,Back,E01480,Hypertrophy,Compound,Kettlebell
FYR2 Ascending-Rep Swing-Squat Complex,Strength,Middle Back,Kettlebells,Intermediate,Back,E01481,Hypertrophy,Compound,Kettlebell
One-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01482,FatLoss,Compound,Dumbbell
Incline dumbbell row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01483,Hypertrophy,Compound,Dumbbell
Bent Over Two-Dumbbell Row With Palms In,Strength,Middle Back,Dumbbell,Beginner,Back,E01484,Hypertrophy,Compound,Dumbbell
Man-maker,Strength,Middle Back,Dumbbell,Intermediate,Back,E01485,FatLoss,Isolation,Dumbbell
Dumbbell bent-over row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01486,FatLoss,Compound,Dumbbell
Middle Back Shrug,Strength,Middle Back,Dumbbell,Beginner,Back,E01487,Hypertrophy,Isolation,Dumbbell
Dumbbell pull-over to skullcrusher,Strength,Middle Back,Dumbbell,Intermediate,Back,E01488,FatLoss,Compound,Dumbbell
Dumbbell Fix Single-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01489,FatLoss,Compound,Dumbbell
Dumbbell Fix Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01490,FatLoss,Compound,Dumbbell
Dumbbell Seal Row - Gethin Variation,Strength,Middle Back,Dumbbell,Intermediate,Back,E01491,Endurance,Compound,Dumbbell
Decline dumbbell chest fly,Strength,Middle Back,Dumbbell,Intermediate,Back,E01492,Hypertrophy,Isolation,Dumbbell
TBS Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01493,Hypertrophy,Compound,Dumbbell
HM Alternating Bent-Over Quick Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01494,FatLoss,Compound,Dumbbell
HM Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01495,Endurance,Compound,Dumbbell
AM Single Arm Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01496,Hypertrophy,Compound,Dumbbell
Dumbbell stiff-legged deadlift,Strength,Middle Back,Dumbbell,Intermediate,Back,E01497,Hypertrophy,Compound,Dumbbell
Single-arm bench dumbbell row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01498,Endurance,Compound,Dumbbell
UN Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01499,Endurance,Compound,Dumbbell
UN Dumbbell RDL,Strength,Middle Back,Dumbbell,Intermediate,Back,E01500,FatLoss,Isolation,Dumbbell
UN Chest Supported Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01501,Hypertrophy,Compound,Dumbbell
MetaBurn Bent-Over Renegade Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01502,Endurance,Compound,Dumbbell
30 Back Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01503,Endurance,Compound,Dumbbell
30 Back Dumbbell Pull-Over,Strength,Middle Back,Dumbbell,Intermediate,Back,E01504,Endurance,Compound,Dumbbell
30 Back Incline Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01505,Hypertrophy,Compound,Dumbbell
30 Back Single-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01506,FatLoss,Compound,Dumbbell
30 Back Single-Arm Dumbbell Swing Row,Strength,Middle Back,Dumbbell,Intermediate,Back,E01507,Hypertrophy,Compound,Dumbbell
T-Bar Row with Handle,Strength,Middle Back,Other,Intermediate,Back,E01508,Hypertrophy,Compound,Other
T-Bar Row,Strength,Middle Back,Other,Intermediate,Back,E01509,Hypertrophy,Compound,Other
Alternating sit-through with crunch,Strength,Middle Back,Other,Intermediate,Back,E01510,Hypertrophy,Isolation,Other
Seated Cable Rows,Strength,Middle Back,Cable,Intermediate,Back,E01511,Hypertrophy,Compound,Cable
Upside-down pull-up,Strength,Middle Back,Other,Intermediate,Back,E01512,Hypertrophy,Compound,Other
Smith machine inverted row,Strength,Middle Back,Other,Intermediate,Back,E01513,Hypertrophy,Compound,Other
Lying T-Bar Row,Strength,Middle Back,Other,Intermediate,Back,E01514,Hypertrophy,Compound,Other
Suspended row,Strength,Middle Back,Other,Intermediate,Back,E01515,Hypertrophy,Compound,Other
Inverted Row with Straps,Strength,Middle Back,Other,Beginner,Back,E01516,Hypertrophy,Compound,Other
One Arm Chin-Up,Strength,Middle Back,Other,Beginner,Back,E01517,Hypertrophy,Isolation,Other
Sled Row,Strength,Middle Back,Other,Beginner,Back,E01518,Hypertrophy,Compound,Other
Paul Carter T-Bar Row,Strength,Middle Back,Other,Intermediate,Back,E01519,Hypertrophy,Compound,Other
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Strength,Middle Back,Other,Intermediate,Back,E01520,Hypertrophy,Isolation,Other
30 Back Plate Hyperextension,Strength,Middle Back,Other,Intermediate,Back,E01521,Hypertrophy,Isolation,Other
Seated Cable Rows,Strength,Middle Back,Cable,Intermediate,Back,E01522,Hypertrophy,Compound,Cable
Single-arm cable seated row,Strength,Middle Back,Cable,Intermediate,Back,E01523,Hypertrophy,Compound,Cable
Paul Carter Lat Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01524,Hypertrophy,Compound,Cable
TBS Lat Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01525,Hypertrophy,Compound,Cable
One-Arm Cable Read Delt Fly - Gethin Variation,Strength,Middle Back,Cable,Intermediate,Back,E01526,Hypertrophy,Isolation,Cable
UP Seated Cable Row,Strength,Middle Back,Cable,Intermediate,Back,E01527,Hypertrophy,Compound,Cable
UP Cable Straight-Arm Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01528,Hypertrophy,Compound,Cable
UN Cable Pull-Through,Strength,Middle Back,Cable,Intermediate,Back,E01529,Hypertrophy,Compound,Cable
30 Back Close-Grip Seated Cable Row,Strength,Middle Back,Cable,Intermediate,Back,E01530,Hypertrophy,Compound,Cable
30 Back Incline Face-Up Cable Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01531,Hypertrophy,Compound,Cable
30 Back Kneeling High Cable Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01532,Hypertrophy,Compound,Cable
30 Back Leaning V-Bar Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01533,Hypertrophy,Compound,Cable
30 Back Reverse-Grip Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01534,Hypertrophy,Compound,Cable
30 Back Standing Low Cable Bar Row,Strength,Middle Back,Cable,Intermediate,Back,E01535,Hypertrophy,Compound,Cable
30 Back Standing Low Cable Rope Row,Strength,Middle Back,Cable,Intermediate,Back,E01536,Hypertrophy,Compound,Cable
30 Back Straight-Arm Bar Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01537,Hypertrophy,Compound,Cable
30 Back Straight-Arm Rope Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01538,Hypertrophy,Compound,Cable
30 Back Wide-Grip Behind-The-Head Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01539,Hypertrophy,Compound,Cable
30 Back Wide-Grip Pull-Down,Strength,Middle Back,Cable,Intermediate,Back,E01540,Hypertrophy,Compound,Cable
30 back Wide-Grip Seated Cable Row,Strength,Middle Back,Cable,Intermediate,Back,E01541,Hypertrophy,Compound,Cable
Seated Cable Rows,Strength,Middle Back,Cable,Intermediate,Back,E01542,Hypertrophy,Compound,Cable
Smith machine bent-over row,Strength,Middle Back,Machine,Intermediate,Back,E01543,Hypertrophy,Compound,Machine
Leverage High Row,Strength,Middle Back,Machine,Beginner,Back,E01544,Hypertrophy,Compound,Machine
Machine Low Row,Strength,Middle Back,Machine,Intermediate,Back,E01545,Hypertrophy,Compound,Machine
Standing lat pull-down,Strength,Middle Back,Machine,Intermediate,Back,E01546,Hypertrophy,Compound,Machine
30 Back Machine Seated Row,Strength,Middle Back,Machine,Intermediate,Back,E01547,Hypertrophy,Compound,Machine
30 Back Smith Machine Push-Up,Strength,Middle Back,Machine,Intermediate,Back,E01548,Hypertrophy,Compound,Machine
Mixed Grip Chin,Strength,Middle Back,Bodyweight,Intermediate,Back,E01549,Hypertrophy,Isolation,Bodyweight
TBS Pull-Up,Strength,Middle Back,Bodyweight,Intermediate,Back,E01550,Hypertrophy,Compound,Bodyweight
HM Angel Stretch,Strength,Middle Back,Bodyweight,Intermediate,Back,E01551,Mobility,Isolation,Bodyweight
UNS Foam Roll Upper Back,Strength,Middle Back,Bodyweight,Intermediate,Back,E01552,Hypertrophy,Isolation,Bodyweight
30 Back Neutral-Grip Pull-Down,Strength,Middle Back,Bodyweight,Intermediate,Back,E01553,Hypertrophy,Compound,Bodyweight
30 Back Pull-Up,Strength,Middle Back,Bodyweight,Intermediate,Back,E01554,Hypertrophy,Compound,Bodyweight
30 Back Reverse-Grip Pull-Up,Strength,Middle Back,Bodyweight,Intermediate,Back,E01555,Hypertrophy,Compound,Bodyweight
ACFT Medicine ball overhead power throw,Strength,Middle Back,Medicine Ball,Intermediate,Back,E01556,Hypertrophy,Compound,Medicine Ball
Upright Row - With Bands,Strength,Traps,Bands,Beginner,Back,E01557,FatLoss,Compound,Bands
Band seated row,Strength,Traps,Bands,Intermediate,Back,E01558,Hypertrophy,Compound,Bands
Barbell shrug,Strength,Traps,Barbell,Intermediate,Back,E01559,Strength,Isolation,Barbell
Barbell behind-the-back shrug,Strength,Traps,Barbell,Intermediate,Back,E01560,Hypertrophy,Isolation,Barbell
Single-arm inverted row,Strength,Traps,Barbell,Intermediate,Back,E01561,Strength,Compound,Barbell
Kettlebell sumo deadlift high pull,Strength,Traps,Kettlebells,Intermediate,Back,E01562,Hypertrophy,Compound,Kettlebell
Standing dumbbell shrug,Strength,Traps,Dumbbell,Intermediate,Back,E01563,FatLoss,Isolation,Dumbbell
Standing dumbbell upright row,Strength,Traps,Dumbbell,Intermediate,Back,E01564,FatLoss,Compound,Dumbbell
Dumbbell pull-over,Strength,Traps,Dumbbell,Intermediate,Back,E01565,Endurance,Compound,Dumbbell
Standing Dumbbell Shrug - Gethin Variation,Strength,Traps,Dumbbell,Intermediate,Back,E01566,FatLoss,Isolation,Dumbbell
Single-arm dumbbell row,Strength,Traps,Dumbbell,Intermediate,Back,E01567,FatLoss,Compound,Dumbbell
Lying Face Down Plate Neck Resistance,Strength,Neck,Other,Beginner,Other,E01568,Hypertrophy,Isolation,Other
Lying Face Up Plate Neck Resistance,Strength,Neck,Other,Beginner,Other,E01569,Hypertrophy,Isolation,Other
Seated Head Harness Neck Resistance,Strength,Neck,Other,Beginner,Other,E01570,Hypertrophy,Isolation,Other
Cable straight-bar upright row,Strength,Traps,Cable,Intermediate,Back,E01571,Hypertrophy,Compound,Cable
Cable shrug,Strength,Traps,Cable,Intermediate,Back,E01572,Hypertrophy,Isolation,Cable
Smith machine shrug,Strength,Traps,Machine,Intermediate,Back,E01573,Hypertrophy,Isolation,Machine
Leverage Shrug,Strength,Traps,Machine,Intermediate,Back,E01574,Hypertrophy,Isolation,Machine
Calf-Machine Shoulder Shrug,Strength,Traps,Machine,Beginner,Back,E01575,Hypertrophy,Isolation,Machine
Smith machine behind-the-back shrug,Strength,Traps,Machine,Intermediate,Back,E01576,Hypertrophy,Isolation,Machine
Smith machine upright row,Strength,Traps,Machine,Intermediate,Back,E01577,Hypertrophy,Compound,Machine
Machine low row-,Strength,Traps,Machine,Intermediate,Back,E01578,Hypertrophy,Compound,Machine
Machine Shrug - Gethin Variation,Strength,Traps,Machine,Intermediate,Back,E01579,Hypertrophy,Isolation,Machine
Smith machine single-arm shrug,Strength,Traps,Machine,Intermediate,Back,E01580,Hypertrophy,Isolation,Machine
Isometric Neck Exercise - Sides,Strength,Neck,Bodyweight,Beginner,Other,E01581,Hypertrophy,Isolation,Bodyweight
Isometric Neck Exercise - Front And Back,Strength,Neck,Bodyweight,Beginner,Other,E01582,Hypertrophy,Isolation,Bodyweight
Neck Bridge Prone,Strength,Neck,Bodyweight,Beginner,Other,E01583,Hypertrophy,Isolation,Bodyweight
Scapular Pull-Up,Strength,Traps,Bodyweight,Beginner,Back,E01584,Hypertrophy,Compound,Bodyweight
Single-leg depth squat,Strength,Quadriceps,Bands,Intermediate,Legs,E01585,FatLoss,Compound,Bands
Squats - With Bands,Strength,Quadriceps,Bands,Beginner,Legs,E01586,FatLoss,Compound,Bands
Hip Flexion with Band,Strength,Quadriceps,Bands,Beginner,Legs,E01587,Endurance,Isolation,Bands
Forward Band Walk,Strength,Quadriceps,Bands,Beginner,Legs,E01588,FatLoss,Isolation,Bands
Boss Everline Resistance-Band Pull Sprint,Strength,Quadriceps,Bands,Intermediate,Legs,E01589,FatLoss,Compound,Bands
Banded jump squat,Strength,Quadriceps,Bands,Intermediate,Legs,E01590,FatLoss,Compound,Bands
HM Banded Squat Toe Tap,Strength,Quadriceps,Bands,Intermediate,Legs,E01591,FatLoss,Compound,Bands
UP Band Abducted Squat,Strength,Quadriceps,Bands,Intermediate,Legs,E01592,Hypertrophy,Compound,Bands
FYR2 Lateral Band Walk,Strength,Quadriceps,Bands,Intermediate,Legs,E01593,Hypertrophy,Isolation,Bands
FYR2 Banded Squat Hold-Pulse-Jump Complex,Strength,Quadriceps,Bands,Intermediate,Legs,E01594,Hypertrophy,Compound,Bands
Band split squat,Strength,Quadriceps,Bands,Intermediate,Legs,E01595,Endurance,Compound,Bands
Band front squat,Strength,Quadriceps,Bands,Intermediate,Legs,E01596,FatLoss,Compound,Bands
Squat hold with band pull-apart,Strength,Quadriceps,Bands,Intermediate,Legs,E01597,Hypertrophy,Compound,Bands
Banded squat toe tap,Strength,Quadriceps,Bands,Intermediate,Legs,E01598,Endurance,Compound,Bands
Band overhead squat,Strength,Quadriceps,Bands,Intermediate,Legs,E01599,Hypertrophy,Compound,Bands
Barbell Full Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01600,Hypertrophy,Compound,Barbell
Barbell walking lunge,Strength,Quadriceps,Barbell,Intermediate,Legs,E01601,Strength,Compound,Barbell
Narrow-stance squat,Strength,Quadriceps,Barbell,Expert,Legs,E01602,Hypertrophy,Compound,Barbell
Weighted Jump Squat,Strength,Quadriceps,Barbell,Beginner,Legs,E01603,Hypertrophy,Compound,Barbell
Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01604,Strength,Compound,Barbell
Barbell front squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01605,Hypertrophy,Compound,Barbell
Barbell forward lunge,Strength,Quadriceps,Barbell,Expert,Legs,E01606,Hypertrophy,Compound,Barbell
Smith machine box squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01607,Strength,Compound,Barbell
Barbell step-up,Strength,Quadriceps,Barbell,Intermediate,Legs,E01608,Strength,Isolation,Barbell
Barbell Bulgarian split squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01609,Strength,Compound,Barbell
Barbell hack squat,Strength,Quadriceps,Barbell,Expert,Legs,E01610,Hypertrophy,Compound,Barbell
Hack Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01611,Strength,Compound,Barbell
Barbell thruster,Strength,Quadriceps,Barbell,Intermediate,Legs,E01612,Hypertrophy,Compound,Barbell
Barbell back squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01613,Strength,Compound,Barbell
Zercher squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01614,Hypertrophy,Compound,Barbell
Jefferson Squats,Strength,Quadriceps,Barbell,Beginner,Legs,E01615,Hypertrophy,Compound,Barbell
Barbell side split squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01616,Hypertrophy,Compound,Barbell
Barbell speed squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01617,Hypertrophy,Compound,Barbell
Single-arm side deadlift,Strength,Quadriceps,Barbell,Expert,Legs,E01618,Hypertrophy,Compound,Barbell
Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Intermediate,Legs,E01619,Strength,Compound,Barbell
Front Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Beginner,Legs,E01620,Strength,Compound,Barbell
Barbell reverse lunge,Strength,Quadriceps,Barbell,Intermediate,Legs,E01621,Hypertrophy,Compound,Barbell
Close-stance dumbbell front squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01622,Strength,Compound,Barbell
Front Squat (Clean Grip),Strength,Quadriceps,Barbell,Beginner,Legs,E01623,Strength,Compound,Barbell
Barbell front squat to back squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01624,Strength,Compound,Barbell
Squat Jerk,Strength,Quadriceps,Barbell,Beginner,Legs,E01625,Hypertrophy,Compound,Barbell
Barbell Front-To-Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01626,Strength,Compound,Barbell
Box Squat with Chains,Strength,Quadriceps,Barbell,Beginner,Legs,E01627,Strength,Compound,Barbell
Front Squat (Bodybuilder),Strength,Quadriceps,Barbell,Intermediate,Legs,E01628,Hypertrophy,Compound,Barbell
Barbell step-down reverse lunge,Strength,Quadriceps,Barbell,Intermediate,Legs,E01629,Strength,Compound,Barbell
Paul Carter Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01630,Hypertrophy,Compound,Barbell
Paul Carter Barbell Split Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01631,Strength,Compound,Barbell
TBS High-Bar Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01632,Strength,Compound,Barbell
TBS Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01633,Hypertrophy,Compound,Barbell
Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs,E01634,Hypertrophy,Compound,Barbell
Front-To-Back Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01635,Strength,Compound,Barbell
Barbell Lunge - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs,E01636,Strength,Compound,Barbell
Rack Deadlift - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs,E01637,Strength,Compound,Barbell
Barbell Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs,E01638,Strength,Compound,Barbell
Barbell Good Morning - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs,E01639,Strength,Isolation,Barbell
AM Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01640,Strength,Compound,Barbell
Plyometric Power Clean,Strength,Quadriceps,Barbell,Intermediate,Legs,E01641,Strength,Compound,Barbell
Banded Split Jerk,Strength,Quadriceps,Barbell,Intermediate,Legs,E01642,Hypertrophy,Isolation,Barbell
UP Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01643,Strength,Compound,Barbell
UN Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01644,Hypertrophy,Compound,Barbell
UN Barbell Box Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01645,Strength,Compound,Barbell
UN Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01646,Hypertrophy,Compound,Barbell
KV Bulgarian Split Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01647,Strength,Compound,Barbell
King Maker Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01648,Strength,Compound,Barbell
King Maker Barbell Deadlift,Strength,Quadriceps,Barbell,Intermediate,Legs,E01649,Strength,Compound,Barbell
30 Legs Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01650,Hypertrophy,Compound,Barbell
30 Legs Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,Legs,E01651,Strength,Compound,Barbell
Barbell Back Squats,Strength,Quadriceps,Barbell,Intermediate,Legs,E01652,Hypertrophy,Compound,Barbell
Front Squats With Two Kettlebells,Strength,Quadriceps,Kettlebells,Beginner,Legs,E01653,Hypertrophy,Compound,Kettlebell
Kettlebell Pistol Squat,Strength,Quadriceps,Kettlebells,Beginner,Legs,E01654,Hypertrophy,Compound,Kettlebell
Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01655,Hypertrophy,Compound,Kettlebell
Kettlebell Curtsy Lunge,Strength,Quadriceps,Kettlebells,Beginner,Legs,E01656,Hypertrophy,Compound,Kettlebell
Single-arm kettlebell overhead squat,Strength,Quadriceps,Kettlebells,Expert,Legs,E01657,Hypertrophy,Compound,Kettlebell
Kettlebell side squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01658,Hypertrophy,Compound,Kettlebell
Kettlebell sumo squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01659,Hypertrophy,Compound,Kettlebell
Kettlebell thruster progression,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01660,Hypertrophy,Compound,Kettlebell
Kettlebell power clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01661,Hypertrophy,Compound,Kettlebell
Single Arm Overhead Kettlebell Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01662,Hypertrophy,Compound,Kettlebell
Pulsing goblet squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01663,Hypertrophy,Compound,Kettlebell
Double-kettlebell alternating lunge to clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01664,Hypertrophy,Compound,Kettlebell
FYR Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01665,Hypertrophy,Compound,Kettlebell
FYR Kettlebell Sumo Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01666,Hypertrophy,Compound,Kettlebell
Double-kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01667,Hypertrophy,Compound,Kettlebell
FYR Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01668,Hypertrophy,Compound,Kettlebell
Single-arm kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01669,Hypertrophy,Compound,Kettlebell
Kettlebell front rack lunge,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01670,Hypertrophy,Compound,Kettlebell
HM Turkish Get-Up,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01671,Hypertrophy,Isolation,Kettlebell
HM Single-Leg Romanian Deadlift,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01672,Hypertrophy,Compound,Kettlebell
Taylor Single-Arm Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01673,Hypertrophy,Compound,Kettlebell
Taylor Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01674,Hypertrophy,Compound,Kettlebell
Goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01675,Hypertrophy,Compound,Kettlebell
