Title,Type,BodyPart,Equipment,Level,BodyGroup
HM Slow Sit-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Half-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Hollow-Body Pulse,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Hollow Hold,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Inchworm,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Right Side Hollow Hold with Pulse,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Reverse Crunch with Frisbee,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Left Side Bird-Dog,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Left Side Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Left Side Hollow Hold With Pulse,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Reverse Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Low Lunge With External Twist And Arm Reach,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Mountain Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Prison Sit-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Plank Alternating Hip-Dip,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Tuck-Up Get-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Flutter Kick,Strength,Abdominals,Bodyweight,Intermediate,Core
HM Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
McGill Pull-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
AM Leg Lift,Strength,Abdominals,Bodyweight,Intermediate,Core
AM Decline Abs,Strength,Abdominals,Bodyweight,Intermediate,Core
Hanging crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Tyler Holt Hanging Toes-To-Bar,Strength,Abdominals,Bodyweight,Intermediate,Core
Side plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Bird dog-,Strength,Abdominals,Bodyweight,Intermediate,Core
Single-leg curl up,Strength,Abdominals,Bodyweight,Intermediate,Core
Single-kettlebell windmill,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Foam Roll Thigh,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Inverted row,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS T-spine rotation with reach,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Quadruped thoracic rotation,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Pec stretch,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Lat stretch,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Foam Roll,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Foam Roll Lats,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Rocking Adductor Stretch,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Bird Dog,Strength,Abdominals,Bodyweight,Intermediate,Core
UNS Jumping Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Ab wheel roll-out,Strength,Abdominals,Bodyweight,Intermediate,Core
Bench mountain climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Feet-elevated bench side plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Cross-body sit-up,Strength,Abdominals,Bodyweight,Intermediate,Core
Decline kayak,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Decline Reverse Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Decline sit-up twist,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Flat Bench Leg Raise,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Flutter Kick,Strength,Abdominals,Bodyweight,Intermediate,Core
Chin-up crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Gorilla Chin Oblique Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Half Turkish get-up,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Hanging Oblique Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Hollow-Body Hold,Strength,Abdominals,Bodyweight,Intermediate,Core
Parallel bars knee raise,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Landmine Twist,Strength,Abdominals,Bodyweight,Intermediate,Core
Parallel bars leg raise,Strength,Abdominals,Bodyweight,Intermediate,Core
Otis-up-,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Shoulder Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Spider Crawl,Strength,Abdominals,Bodyweight,Intermediate,Core
Spider crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Toe-touch,Strength,Abdominals,Bodyweight,Intermediate,Core
30 Hanging Toes-To-Bar,Strength,Abdominals,Bodyweight,Intermediate,Core
30 V-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Cocoon crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Bench oblique crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Full moon-,Strength,Abdominals,Bodyweight,Intermediate,Core
Push-up to side plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Tyler Holt V-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Tyler Holt Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Tyler Holt Hip-Dip,Strength,Abdominals,Bodyweight,Intermediate,Core
Suicides,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Straight Plank Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Hill Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Elbow Plank Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Elbow Plank Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Straight Plank Hand Reach,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Wax-On Wax-Off,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Wide Hill Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Dirty Dog,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Shoulder Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Killer Abs,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Split Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Swim,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Saw,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Straight Plank Toe-Tap Series,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Pike Pull,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hand-Elevated Walk-Over Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hands-Elevated Hill Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Seated Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Up-Down Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Hand Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Reverse Straight Plank with Alternating Heel Pull-In,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Squat Thrust,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Single-Leg Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Knee Pull-In Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank with Hand Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank with Dirty Dog,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Roll,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Froggy Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Hand Tap to Shoulder Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman In-Out Straight Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Bicycle,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Diagonal Knee Pull-in,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank with Step-Out,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Slow L-Raise,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Plank with Shoulder Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Up-Down Elbow Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Plank Pike Pull,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Alternating Single-Leg Hip Raise,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Plank Pike Pull to Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Standing Heel Click,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Right-Left Jack to Split Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Jack to Ninja Knees,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Right Side Elbow Plank with Left Leg Swing,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Left Side Elbow Plank with Right Leg Swing,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank with Alternating Diagonal Sit-Back,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Boat Press with Leg Extension,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Shoulder Tap to Dirty Dog,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Standing Russian Twist,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hovering Plank with Shoulder Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank to Stacked Plank Hip Drop,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank to Walk-Up Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hill Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Pike to Renegade Row,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Hip Drop to Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Crab Kick,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Wounded Bear Crawl,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Crab Reach,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hovering Panther Core Stabilizer,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Burpee to Forward Lunge,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Seated Knee Pull-In Series,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Jack to Straight Plank Split Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Boat Pull-Over,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Squat Pulse to Plyometric Jump,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hands Down Heel Click,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank to Kick-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hands-Elevated Split Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Plank Reach,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hand-Elevated Side Plank Semicircle,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hands-Elevated Straight Plank Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Rolling Elbow Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Squat Thrust to Alternating Knee-In,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Supine Double Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Alternating Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Seated Killer Abs,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Side Plank Hip Drop,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Wide Hill Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight-Legged Bicycle,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Stair Toe Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank Ninja,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Traveling Stair Climb Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Hands-Elevated Burpee,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Donkey Kick,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Straight Plank Pike Pull,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Burpee,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Elbow Plank to Alternating Side Plank Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight-Legged Hip Raise,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Hill Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Ninja Knee Hill Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Shoulder Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Hip Raise,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Left Hand Right Foot Crab Reach,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Crab Flip to Froggy Push-Up to Kicks,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Right Hand Left Foot Sleeping Crab,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Left Hand Right Foot Sleeping Crab,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank with Alternating Leg Kick-Under,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Right Hip Drop Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Right Side Diagonal Burpee,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Left Hip Drop Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Right Leg 7-Up Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Left Leg 7-Up Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Couch Hill Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Right Side Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Up-Down Plank to Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Ninja Knee Straight Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Reverse Crunch to Hip Raise,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Straight Plank Quick Reach,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Diagonal Straight Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Feet-Elevated Left Side Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Right Hand Left Foot Crab Reach,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Low-Impact Crab Kick,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Alternating Crab Flip to Froggy Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman High-Impact Crab Kick,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Single-Leg Right Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Single-Leg Left Pike,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Shoulder Tap to Hand Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Towel Reverse Plank Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Side-to-Side Twist,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Crab Kick with Hop,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Crab Reach to Crab Kick,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Wide Squat Side-to-Side Obliques,Strength,Abdominals,Bodyweight,Intermediate,Core
Holman Side Plank Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Total Fitness Ab Tuck,Strength,Abdominals,Bodyweight,Intermediate,Core
Active hang from bar,Strength,Abdominals,Bodyweight,Intermediate,Core
Cat-cow,Strength,Abdominals,Bodyweight,Intermediate,Core
Crab walk,Strength,Abdominals,Bodyweight,Intermediate,Core
Lunge with overhead reach,Strength,Abdominals,Bodyweight,Intermediate,Core
Hang from bar,Strength,Abdominals,Bodyweight,Intermediate,Core
Total Fitness Hollow Hold,Strength,Abdominals,Bodyweight,Intermediate,Core
Total Fitness Side Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Side plank pulse,Strength,Abdominals,Bodyweight,Intermediate,Core
Total Fitness Spider Crawl (Unweighted),Strength,Abdominals,Bodyweight,Intermediate,Core
Total Fitness V-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Alternating Knee-to-Elbow Mountain Climber,Strength,Abdominals,Bodyweight,Intermediate,Core
Alternating sit-through with crunch-,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Alternating Toe-Touch,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Janda Sit-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Oblique Roll Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Plank Jack,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Plank To Alternating Side Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Plank Up-Down,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Plank Wiper,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Plank With Alternating Toe-Touch,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Plyo Push-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Psycho Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Scapular Retraction Plank,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Scapular Retraction Plank Hold,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Scorpion,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Side Crawler,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Side Plank Oblique Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Sit-Through,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Sit-Up To V-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Sit-Up With Rotation,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Split-Leg Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Tabletop Hip Thrust,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Tabletop With Russian Kick,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Toe Driver Abs,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn-V-Up,Strength,Abdominals,Bodyweight,Intermediate,Core
X-body V-up,Strength,Abdominals,Bodyweight,Intermediate,Core
MetaBurn Swivel Crunch,Strength,Abdominals,Bodyweight,Intermediate,Core
Robertson Core-Engaged Dead Bug,Strength,Abdominals,Bodyweight,Intermediate,Core
FYR2 Double-Under,Strength,Abdominals,Bodyweight,Intermediate,Core
FYR2 Fire Feet with Burpee Tuck Jump Drill,Strength,Abdominals,Bodyweight,Intermediate,Core
FYR2 Flutter Kick,Strength,Abdominals,Bodyweight,Intermediate,Core
FYR2 Half-Moon,Strength,Abdominals,Bodyweight,Intermediate,Core
FYR2 Leopard Crawl,Strength,Abdominals,Bodyweight,Intermediate,Core
FYR2 Plank Alternating Front Step,Strength,Abdominals,Bodyweight,Intermediate,Core
FYR2 Shoulder Tap,Strength,Abdominals,Bodyweight,Intermediate,Core
Hand shift plank,Strength,Abdominals,Bodyweight,Intermediate,Core
Cross-body plank march,Strength,Abdominals,Bodyweight,Intermediate,Core
