Title,Type,BodyPart,Equipment,Level,BodyGroup
Latissimus dorsi SMR,Stretching,Lats,Foam Roll,Intermediate,Back
Bent-arm barbell pull-over,Strength,Lats,Barbell,Intermediate,Back
Barbell pull-over to press,Strength,Lats,Barbell,Beginner,Back
Single-arm barbell bent-over row,Strength,Lats,Barbell,Intermediate,Back
Reverse Barbell Row,Strength,Lats,Barbell,Intermediate,Back
Side kick-through to kettlebell high pull,Strength,Lats,Kettlebells,Intermediate,Back
FYR2 Alternating Kettlebell Snatch,Strength,Lats,Kettlebells,Intermediate,Back
FYR2 Alternating Kettlebell Swing,Strength,Lats,Kettlebells,Intermediate,Back
FYR2 American Kettlebell Swing,Strength,Lats,Kettlebells,Intermediate,Back
FYR2 Double-Kettlebell Standing Clean,Strength,Lats,Kettlebells,Intermediate,Back
FYR2 Kettlebell Swing High Pull,Strength,Lats,Kettlebells,Intermediate,Back
FYR2 Kettlebell Swing-Clean-Press Combo,Strength,Lats,Kettlebells,Intermediate,Back
FYR2 Kettlebell Swing-Clean-Press-Row Combo,Strength,Lats,Kettlebells,Intermediate,Back
FYR2 Single-Arm Kettlebell Clean,Strength,Lats,Kettlebells,Intermediate,Back
FYR2 Single-Arm Kettlebell Swing,Strength,Lats,Kettlebells,Intermediate,Back
PJR pull-over-,Strength,Lats,Dumbbell,Intermediate,Back
Dumbbell seal row,Strength,Lats,Dumbbell,Intermediate,Back
Incline Dumbbell Row - Gethin Variation,Strength,Lats,Dumbbell,Intermediate,Back
FYR Bent-Over Dumbbell Row,Strength,Lats,Dumbbell,Intermediate,Back
Straight-Arm Dumbbell Pull-Over - Gethin Variation,Strength,Lats,Dumbbell,Intermediate,Back
Bent-Over Dumbbell Row - Gethin Variation,Strength,Lats,Dumbbell,Intermediate,Back
Bent-over dumbbell rear delt fly,Strength,Lats,Dumbbell,Intermediate,Back
Band Resisted Dumbbell Row,Strength,Lats,Dumbbell,Intermediate,Back
Holman Right Arm Weighted Half Jack,Strength,Lats,Dumbbell,Intermediate,Back
Holman Left Arm Weighted Half Jack,Strength,Lats,Dumbbell,Intermediate,Back
Holman Renegade Row,Strength,Lats,Dumbbell,Intermediate,Back
Holman Renegade Row with Opposite Foot Step-Out,Strength,Lats,Dumbbell,Intermediate,Back
Holman Renegade Row to Weighted Burpee,Strength,Lats,Dumbbell,Intermediate,Back
Holman Weighted Double-Arm Cross Punch,Strength,Lats,Dumbbell,Intermediate,Back
Holman Standing Flat Back Row,Strength,Lats,Dumbbell,Intermediate,Back
Total Fitness Dumbbell Isometric Row Hold,Strength,Lats,Dumbbell,Intermediate,Back
Dumbbell renegade row,Strength,Lats,Dumbbell,Intermediate,Back
MetaBurn Bent-Over Row to Rear-Delt Raise,Strength,Lats,Dumbbell,Intermediate,Back
FYR2 Bent-Over Reverse Fly,Strength,Lats,Dumbbell,Intermediate,Back
Weighted pull-up,Strength,Lats,Other,Intermediate,Back
Rocky Pull-Ups/Pulldowns,Strength,Lats,Other,Beginner,Back
Gironda Sternum Chins,Strength,Lats,Other,Beginner,Back
Floor rope climb,Strength,Lats,Other,Beginner,Back
Overhead Lat,Stretching,Lats,Other,Beginner,Back
Around-the-world pull-up,Strength,Lats,Other,Beginner,Back
L-sit chin-up,Strength,Lats,Other,Beginner,Back
Back Flyes - Gethin Variation,Strength,Lats,Other,Intermediate,Back
Incline straight-arm pull-over,Strength,Lats,Other,Intermediate,Back
Machine high row,Strength,Lats,Other,Intermediate,Back
AM T-Bar Row,Strength,Lats,Other,Intermediate,Back
Assisted Single-Arm Pull-Up,Strength,Lats,Other,Expert,Back
Assisted Single-Arm Chin-Up,Strength,Lats,Other,Expert,Back
Holman Renegade Punch-Under,Strength,Lats,Other,Intermediate,Back
Holman Renegade Row to Split Jump,Strength,Lats,Other,Intermediate,Back
Holman Dirty Dog to Renegade Row,Strength,Lats,Other,Intermediate,Back
Holman Renegade Row to Side Punch to Forward Punch,Strength,Lats,Other,Intermediate,Back
Standing dumbbell knee crunch,Strength,Lats,Other,Intermediate,Back
Close-grip pull-down,Strength,Lats,Cable,Intermediate,Back
Shotgun row,Strength,Lats,Cable,Intermediate,Back
Close-Grip Front Lat Pulldown,Strength,Lats,Cable,Intermediate,Back
Straight-arm rope pull-down,Strength,Lats,Cable,Intermediate,Back
Lat pull-down,Strength,Lats,Cable,Intermediate,Back
Straight-Arm Pulldown,Strength,Lats,Cable,Intermediate,Back
Single-arm kneeling lat pull-down,Strength,Lats,Cable,Beginner,Back
Elevated Cable Rows,Strength,Lats,Cable,Beginner,Back
Full Range-Of-Motion Lat Pulldown,Strength,Lats,Cable,Beginner,Back
Kneeling lat pull-down,Strength,Lats,Cable,Intermediate,Back
Behind-the-neck pull-down,Strength,Lats,Cable,Intermediate,Back
Straight-arm cable pull-over,Strength,Lats,Cable,Intermediate,Back
Cable Straight-Arm Pulldown - Gethin Variation,Strength,Lats,Cable,Intermediate,Back
Rope Lat Pull-down - Gethin Variation,Strength,Lats,Cable,Intermediate,Back
Straight-Arm Pull-Down - Gethin Variation,Strength,Lats,Cable,Intermediate,Back
High-cable standing row,Strength,Lats,Cable,Intermediate,Back
Lat Pull-down - Gethin Variation,Strength,Lats,Cable,Intermediate,Back
Wide-Grip Lat Pull-Down - Gethin Variation,Strength,Lats,Cable,Intermediate,Back
Behind-The-Neck Pull-Down - Gethin Variation,Strength,Lats,Cable,Intermediate,Back
Single-Arm Cable Row - Gethin Variation,Strength,Lats,Cable,Intermediate,Back
Scapular Rows,Strength,Lats,Cable,Intermediate,Back
Standing V-Grip Cable Rows,Strength,Lats,Cable,Intermediate,Back
AM Close-Grip Pull-Down,Strength,Lats,Cable,Intermediate,Back
AM Wide-Grip Pull-Down,Strength,Lats,Cable,Intermediate,Back
UP Lat Pull-Down,Strength,Lats,Cable,Intermediate,Back
Reverse-grip lat pull-down,Strength,Lats,Machine,Intermediate,Back
Machine seated row,Strength,Lats,Machine,Beginner,Back
Machine-assisted pull-up,Strength,Lats,Machine,Beginner,Back
Single-arm pull-down,Strength,Lats,Machine,Intermediate,Back
Chest-Supported Smith Machine Row - Gethin Variation,Strength,Lats,Machine,Intermediate,Back
Single-arm machine high row,Strength,Lats,Machine,Intermediate,Back
Machine Pull-Over - Gethin Variation,Strength,Lats,Machine,Intermediate,Back
Seated Machine Row - Gethin Variation,Strength,Lats,Machine,Intermediate,Back
Wide-Grip Machine Row,Strength,Lats,Machine,Intermediate,Back
King Maker Lat Pull-Down,Strength,Lats,Machine,Intermediate,Back
Robertson Half-Kneeling Landmine Press,Strength,Lats,Machine,Intermediate,Back
Pullups,Strength,Lats,Bodyweight,Intermediate,Back
Pull-up,Strength,Lats,Bodyweight,Beginner,Back
Muscle Up,Strength,Lats,Bodyweight,Intermediate,Back
Rope climb,Strength,Lats,Bodyweight,Intermediate,Back
Wide-Grip Rear Pull-Up,Strength,Lats,Bodyweight,Beginner,Back
Side To Side Chins,Strength,Lats,Bodyweight,Intermediate,Back
Neutral-grip pull-up,Strength,Lats,Bodyweight,Intermediate,Back
Kipping Muscle Up,Strength,Lats,Bodyweight,Intermediate,Back
One Arm Against Wall,Stretching,Lats,Bodyweight,Intermediate,Back
One Handed Hang,Stretching,Lats,Bodyweight,Intermediate,Back
Standing side bend stretch,Stretching,Lats,Bodyweight,Intermediate,Back
Burpee to pull-up,Plyometrics,Lats,Bodyweight,Intermediate,Back
Negative pull-up,Strength,Lats,Bodyweight,Intermediate,Back
Chin-Up,Strength,Lats,Bodyweight,Intermediate,Back
HM Superman Lat Pull,Strength,Lats,Bodyweight,Intermediate,Back
AM Pull-Up,Strength,Lats,Bodyweight,Intermediate,Back
UP Chin-Up,Strength,Lats,Bodyweight,Intermediate,Back
Holman Alternating Forward and Side Punch,Strength,Lats,Bodyweight,Intermediate,Back
Jump to pull-up,Strength,Lats,Bodyweight,Intermediate,Back
Bent-over scapular slide,Strength,Lats,Bodyweight,Intermediate,Back
Iron cross stretch,Strength,Lats,Bodyweight,Intermediate,Back
Total Fitness Standing Lat Stretch,Strength,Lats,Bodyweight,Intermediate,Back
King Maker Pull-Up,Strength,Lats,Bodyweight,Intermediate,Back
Medicine ball slam,Plyometrics,Lats,Medicine Ball,Intermediate,Back
Catch and Overhead Throw,Plyometrics,Lats,Medicine Ball,Beginner,Back
FYR2 Bent-Over Medicine Ball Slam,Strength,Lats,Medicine Ball,Intermediate,Back
Dynamic Back Stretch,Stretching,Lats,Bodyweight,Beginner,Back
Chair Lower Back Stretch,Stretching,Lats,Bodyweight,Beginner,Back
Side-Lying Floor Stretch,Stretching,Lats,Bodyweight,Beginner,Back
Band good morning-,Strength,Lower Back,Bands,Intermediate,Back
FYR2 Monster Banded Good Morning,Strength,Lower Back,Bands,Intermediate,Back
Band deadlift,Strength,Lower Back,Bands,Intermediate,Back
Lower back SMR,Stretching,Lower Back,Foam Roll,Intermediate,Back
Barbell deficit deadlift,Powerlifting,Lower Back,Barbell,Beginner,Back
Deadlift with Bands,Powerlifting,Lower Back,Barbell,Beginner,Back
Deadlift with Chains,Powerlifting,Lower Back,Barbell,Beginner,Back
Rack Pull with Bands,Powerlifting,Lower Back,Barbell,Beginner,Back
Rack pull,Powerlifting,Lower Back,Barbell,Intermediate,Back
Seated Good Mornings,Powerlifting,Lower Back,Barbell,Beginner,Back
Stiff Leg Barbell Good Morning,Strength,Lower Back,Barbell,Beginner,Back
Reverse Band Deadlift,Powerlifting,Lower Back,Barbell,Beginner,Back
Paul Carter Romanian Deadlift,Strength,Lower Back,Barbell,Intermediate,Back
TBS Good Morning,Strength,Lower Back,Barbell,Intermediate,Back
TBS Romanian Deadlift,Strength,Lower Back,Barbell,Intermediate,Back
Barbell deadlift-,Strength,Lower Back,Barbell,Intermediate,Back
Deadlift - Gethin Variation,Strength,Lower Back,Barbell,Intermediate,Back
Barbell good morning,Strength,Lower Back,Barbell,Intermediate,Back
UP Conventional Deadlift,Strength,Lower Back,Barbell,Intermediate,Back
30 Day Back Barbell Rack Pull,Strength,Lower Back,Barbell,Intermediate,Back
FYR Sumo Deadlift High Pull,Strength,Lower Back,Kettlebells,Intermediate,Back
Kettlebell deadlift,Strength,Lower Back,Kettlebells,Intermediate,Back
HM Kettlebell Swing,Strength,Lower Back,Kettlebells,Intermediate,Back
KV Romanian Deadlift with Kettlebell,Strength,Lower Back,Kettlebells,Intermediate,Back
FYR2 Kettlebell Good Morning,Strength,Lower Back,Kettlebells,Intermediate,Back
FYR2 Kettlebell Romanian Deadlift,Strength,Lower Back,Kettlebells,Intermediate,Back
FYR2 Kettlebell Staggered-Stance Deadlift,Strength,Lower Back,Kettlebells,Intermediate,Back
Dumbbell Fix Dumbbell Deadlift,Strength,Lower Back,Dumbbell,Intermediate,Back
Dumbbell skier,Strength,Lower Back,Dumbbell,Intermediate,Back
TBS Dumbbell Romanian Deadlift,Strength,Lower Back,Dumbbell,Intermediate,Back
Stiff-Legged Dumbbell Deadlift - Gethin Variation,Strength,Lower Back,Dumbbell,Intermediate,Back
UNS Dumbbell Romanian Deadlift,Strength,Lower Back,Dumbbell,Intermediate,Back
Holman Slow Deadlift,Strength,Lower Back,Dumbbell,Intermediate,Back
Holman Deadlift to Overhead Press,Strength,Lower Back,Dumbbell,Intermediate,Back
Holman Staggered-Stance Deadlift,Strength,Lower Back,Dumbbell,Intermediate,Back
Holman Deadlift to Front Raise,Strength,Lower Back,Dumbbell,Intermediate,Back
Holman Deadlift to Chest Press,Strength,Lower Back,Dumbbell,Intermediate,Back
Holman Deadlift to Squat Thrust,Strength,Lower Back,Dumbbell,Intermediate,Back
Holman Deadlift to Biceps Curl,Strength,Lower Back,Dumbbell,Intermediate,Back
Dumbbell kickstand deadlift,Strength,Lower Back,Dumbbell,Intermediate,Back
Single-leg stiff-legged deadlift to row,Strength,Lower Back,Dumbbell,Intermediate,Back
FYR2 Dumbbell Deadlift,Strength,Lower Back,Dumbbell,Intermediate,Back
FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Strength,Lower Back,Dumbbell,Intermediate,Back
Atlas Stones,Strongman,Lower Back,Other,Intermediate,Back
Axle Deadlift,Strongman,Lower Back,Other,Beginner,Back
Atlas Stone Trainer,Strongman,Lower Back,Other,Beginner,Back
Partner Flat-Bench Back Extension,Strength,Lower Back,Other,Beginner,Back
Keg Load,Strongman,Lower Back,Other,Beginner,Back
Partner bench back extension,Strength,Lower Back,Other,Beginner,Back
Rack Pull - Gethin Variation,Strength,Lower Back,Other,Intermediate,Back
Hex Bar Deadlift - Gethin Variation,Strength,Lower Back,Other,Intermediate,Back
Holman Deadlift,Strength,Lower Back,Other,Intermediate,Back
ACFT Low-handle trap bar deadlift,Strength,Lower Back,Other,Intermediate,Back
Neutral-grip lat pull-down,Strength,Lower Back,Cable,Intermediate,Back
Seated cable deadlift,Strength,Lower Back,Cable,Intermediate,Back
Cable stiff-legged deadlift,Strength,Lower Back,Cable,Intermediate,Back
Single-leg cable stiff-legged deadlift,Strength,Lower Back,Cable,Intermediate,Back
UNS Banded Dumbbell Romanian Deadlift,Strength,Lower Back,Cable,Intermediate,Back
Seated Back Extension,Strength,Lower Back,Machine,Beginner,Back
Back extension,Strength,Lower Back,Bodyweight,Intermediate,Back
Hyperextensions With No Hyperextension Bench,Strength,Lower Back,Bodyweight,Beginner,Back
Superman,Stretching,Lower Back,Bodyweight,Intermediate,Back
Hug A Ball,Stretching,Lower Back,Bodyweight,Intermediate,Back
Child's pose,Stretching,Lower Back,Bodyweight,Intermediate,Back
Pelvic Tilt Into Bridge,Stretching,Lower Back,Bodyweight,Intermediate,Back
Hug Knees To Chest,Stretching,Lower Back,Bodyweight,Intermediate,Back
Pyramid,Stretching,Lower Back,Bodyweight,Intermediate,Back
Partner Superman with alternating high-five,Strength,Lower Back,Bodyweight,Beginner,Back
Yoga plex,Stretching,Lower Back,Bodyweight,Intermediate,Back
TBS Back Extension,Strength,Lower Back,Bodyweight,Intermediate,Back
Lower Back Stretch - Yates Variation,Strength,Lower Back,Bodyweight,Intermediate,Back
Hyperextension - Gethin Variation,Strength,Lower Back,Bodyweight,Intermediate,Back
Back Extension - Gethin Variation,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Banana Stretch,Strength,Lower Back,Bodyweight,Intermediate,Back
HM T-Spine Stretch on Wall,Stretching,Lower Back,Bodyweight,Intermediate,Back
HM Child's Pose,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Cobra,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Cobra With Arm Retraction,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Dive-Bomber,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Downward-Facing Dog Pose,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Downward Dog To Left Leg Extension To Warrior Pose,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Downward Dog To Right Leg Extension To Warrior Pose,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Spine Twist,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Good Morning,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Rag Doll,Strength,Lower Back,Bodyweight,Intermediate,Back
HM Upward-Facing Dog Pose,Strength,Lower Back,Bodyweight,Intermediate,Back
Superman-,Strength,Lower Back,Bodyweight,Intermediate,Back
Weighted back extension,Strength,Lower Back,Bodyweight,Intermediate,Back
MetaBurn Alternating Superman,Strength,Lower Back,Bodyweight,Intermediate,Back
MetaBurn Swimmer,Strength,Lower Back,Bodyweight,Intermediate,Back
Dancer's Stretch,Stretching,Lower Back,Bodyweight,Beginner,Back
Cat Stretch,Stretching,Lower Back,Bodyweight,Beginner,Back
Crossover Reverse Lunge,Stretching,Lower Back,Bodyweight,Beginner,Back
Standing Pelvic Tilt,Stretching,Lower Back,Bodyweight,Beginner,Back
Exercise ball weighted hyperextension,Strength,Lower Back,Exercise Ball,Beginner,Back
Exercise ball rear delt fly,Strength,Lower Back,Exercise Ball,Intermediate,Back
Lying rear delt Y,Strength,Lower Back,Exercise Ball,Intermediate,Back
Partner Facing Feet-Elevated Side Plank With Band Row,Strength,Middle Back,Bands,Beginner,Back
Partner side plank band row,Strength,Middle Back,Bands,Intermediate,Back
Band-assisted chin-up,Strength,Middle Back,Bands,Intermediate,Back
30 Back Band-Assisted Pull-Up,Strength,Middle Back,Bands,Intermediate,Back
30 Back Reverse-Grip Band-Assisted Pull-Up,Strength,Middle Back,Bands,Intermediate,Back
Band bent-over row,Strength,Middle Back,Bands,Intermediate,Back
Heavy band bent-over row,Strength,Middle Back,Bands,Intermediate,Back
Reverse-grip bent-over row,Strength,Middle Back,Barbell,Intermediate,Back
One-Arm Long Bar Row,Strength,Middle Back,Barbell,Intermediate,Back
Bent Over Barbell Row,Strength,Middle Back,Barbell,Intermediate,Back
Yates Row Reverse Grip,Strength,Middle Back,Barbell,Beginner,Back
Pendlay Row,Strength,Middle Back,Barbell,Intermediate,Back
Straight Bar Bench Mid Rows,Strength,Middle Back,Barbell,Beginner,Back
Barbell seal row,Strength,Middle Back,Barbell,Intermediate,Back
Yates Row,Strength,Middle Back,Barbell,Beginner,Back
Plate Row,Strength,Middle Back,Barbell,Beginner,Back
Barbell Deadlift Bent Row Complex,Strength,Middle Back,Barbell,Beginner,Back
Single-Arm Landmine Row,Strength,Middle Back,Barbell,Beginner,Back
TBS T-Bar Row,Strength,Middle Back,Barbell,Intermediate,Back
TBS Deficit Deadlift,Strength,Middle Back,Barbell,Intermediate,Back
Bent-Over Barbell Row - Gethin Variation,Strength,Middle Back,Barbell,Intermediate,Back
Barbell bent-over row,Strength,Middle Back,Barbell,Intermediate,Back
UN Barbell Rack Pull,Strength,Middle Back,Barbell,Intermediate,Back
UN Barbell Scrape The Rack,Strength,Middle Back,Barbell,Intermediate,Back
Barbell deadlift bent-over row complex,Strength,Middle Back,Barbell,Intermediate,Back
30 Back Barbell Deadlift,Strength,Middle Back,Barbell,Intermediate,Back
30 Back Bent-Over Barbell Row,Strength,Middle Back,Barbell,Intermediate,Back
30 Back T-Bar Row,Strength,Middle Back,Barbell,Intermediate,Back
30 Back Underhand Bent-Over Barbell Row,Strength,Middle Back,Barbell,Intermediate,Back
Kettlebell alternating renegade row,Strength,Middle Back,Kettlebells,Intermediate,Back
Alternating Kettlebell Row,Strength,Middle Back,Kettlebells,Intermediate,Back
Two-Arm Kettlebell Row,Strength,Middle Back,Kettlebells,Beginner,Back
Kettlebell bent-over row to clean,Strength,Middle Back,Kettlebells,Intermediate,Back
UP Deficit Kettlebell Stiff-Legged Deadlift,Strength,Middle Back,Kettlebells,Intermediate,Back
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,Strength,Middle Back,Kettlebells,Intermediate,Back
FYR2 Double-Kettlebell Swing Clean,Strength,Middle Back,Kettlebells,Intermediate,Back
Single-arm kettlebell row-,Strength,Middle Back,Kettlebells,Intermediate,Back
FYR2 Ascending-Rep Swing-Squat Complex,Strength,Middle Back,Kettlebells,Intermediate,Back
One-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back
Incline dumbbell row,Strength,Middle Back,Dumbbell,Intermediate,Back
Bent Over Two-Dumbbell Row With Palms In,Strength,Middle Back,Dumbbell,Beginner,Back
Man-maker,Strength,Middle Back,Dumbbell,Intermediate,Back
Dumbbell bent-over row,Strength,Middle Back,Dumbbell,Intermediate,Back
Middle Back Shrug,Strength,Middle Back,Dumbbell,Beginner,Back
Dumbbell pull-over to skullcrusher,Strength,Middle Back,Dumbbell,Intermediate,Back
Dumbbell Fix Single-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back
Dumbbell Fix Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back
Dumbbell Seal Row - Gethin Variation,Strength,Middle Back,Dumbbell,Intermediate,Back
Decline dumbbell chest fly,Strength,Middle Back,Dumbbell,Intermediate,Back
TBS Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back
HM Alternating Bent-Over Quick Row,Strength,Middle Back,Dumbbell,Intermediate,Back
HM Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back
AM Single Arm Row,Strength,Middle Back,Dumbbell,Intermediate,Back
Dumbbell stiff-legged deadlift,Strength,Middle Back,Dumbbell,Intermediate,Back
Single-arm bench dumbbell row,Strength,Middle Back,Dumbbell,Intermediate,Back
UN Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back
UN Dumbbell RDL,Strength,Middle Back,Dumbbell,Intermediate,Back
UN Chest Supported Row,Strength,Middle Back,Dumbbell,Intermediate,Back
MetaBurn Bent-Over Renegade Row,Strength,Middle Back,Dumbbell,Intermediate,Back
30 Back Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back
30 Back Dumbbell Pull-Over,Strength,Middle Back,Dumbbell,Intermediate,Back
30 Back Incline Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back
30 Back Single-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,Back
30 Back Single-Arm Dumbbell Swing Row,Strength,Middle Back,Dumbbell,Intermediate,Back
T-Bar Row with Handle,Strength,Middle Back,Other,Intermediate,Back
T-Bar Row,Strength,Middle Back,Other,Intermediate,Back
Alternating sit-through with crunch,Strength,Middle Back,Other,Intermediate,Back
Seated Cable Rows,Strength,Middle Back,Cable,Intermediate,Back
Upside-down pull-up,Strength,Middle Back,Other,Intermediate,Back
Smith machine inverted row,Strength,Middle Back,Other,Intermediate,Back
Lying T-Bar Row,Strength,Middle Back,Other,Intermediate,Back
Suspended row,Strength,Middle Back,Other,Intermediate,Back
Inverted Row with Straps,Strength,Middle Back,Other,Beginner,Back
One Arm Chin-Up,Strength,Middle Back,Other,Beginner,Back
Sled Row,Strength,Middle Back,Other,Beginner,Back
Paul Carter T-Bar Row,Strength,Middle Back,Other,Intermediate,Back
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Strength,Middle Back,Other,Intermediate,Back
30 Back Plate Hyperextension,Strength,Middle Back,Other,Intermediate,Back
Seated Cable Rows,Strength,Middle Back,Cable,Intermediate,Back
Single-arm cable seated row,Strength,Middle Back,Cable,Intermediate,Back
Paul Carter Lat Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
TBS Lat Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
One-Arm Cable Read Delt Fly - Gethin Variation,Strength,Middle Back,Cable,Intermediate,Back
UP Seated Cable Row,Strength,Middle Back,Cable,Intermediate,Back
UP Cable Straight-Arm Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
UN Cable Pull-Through,Strength,Middle Back,Cable,Intermediate,Back
30 Back Close-Grip Seated Cable Row,Strength,Middle Back,Cable,Intermediate,Back
30 Back Incline Face-Up Cable Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
30 Back Kneeling High Cable Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
30 Back Leaning V-Bar Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
30 Back Reverse-Grip Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
30 Back Standing Low Cable Bar Row,Strength,Middle Back,Cable,Intermediate,Back
30 Back Standing Low Cable Rope Row,Strength,Middle Back,Cable,Intermediate,Back
30 Back Straight-Arm Bar Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
30 Back Straight-Arm Rope Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
30 Back Wide-Grip Behind-The-Head Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
30 Back Wide-Grip Pull-Down,Strength,Middle Back,Cable,Intermediate,Back
30 back Wide-Grip Seated Cable Row,Strength,Middle Back,Cable,Intermediate,Back
Rower,Cardio,Middle Back,Machine,Intermediate,Back
Seated Cable Rows,Strength,Middle Back,Cable,Intermediate,Back
Smith machine bent-over row,Strength,Middle Back,Machine,Intermediate,Back
Leverage High Row,Strength,Middle Back,Machine,Beginner,Back
Machine Low Row,Strength,Middle Back,Machine,Intermediate,Back
Standing lat pull-down,Strength,Middle Back,Machine,Intermediate,Back
30 Back Machine Seated Row,Strength,Middle Back,Machine,Intermediate,Back
30 Back Smith Machine Push-Up,Strength,Middle Back,Machine,Intermediate,Back
Mixed Grip Chin,Strength,Middle Back,Bodyweight,Intermediate,Back
Rhomboids SMR,Stretching,Middle Back,Bodyweight,Intermediate,Back
Spinal Stretch,Stretching,Middle Back,Bodyweight,Intermediate,Back
Upper Back Stretch,Stretching,Middle Back,Bodyweight,Intermediate,Back
Middle Back Stretch,Stretching,Middle Back,Bodyweight,Intermediate,Back
TBS Pull-Up,Strength,Middle Back,Bodyweight,Intermediate,Back
HM Angel Stretch,Strength,Middle Back,Bodyweight,Intermediate,Back
UNS Foam Roll Upper Back,Strength,Middle Back,Bodyweight,Intermediate,Back
30 Back Neutral-Grip Pull-Down,Strength,Middle Back,Bodyweight,Intermediate,Back
30 Back Pull-Up,Strength,Middle Back,Bodyweight,Intermediate,Back
30 Back Reverse-Grip Pull-Up,Strength,Middle Back,Bodyweight,Intermediate,Back
ACFT Medicine ball overhead power throw,Strength,Middle Back,Medicine Ball,Intermediate,Back
Upright Row - With Bands,Strength,Traps,Bands,Beginner,Back
Band seated row,Strength,Traps,Bands,Intermediate,Back
Barbell shrug,Strength,Traps,Barbell,Intermediate,Back
Barbell behind-the-back shrug,Strength,Traps,Barbell,Intermediate,Back
Clean Shrug,Olympic Weightlifting,Traps,Barbell,Beginner,Back
Snatch Shrug,Olympic Weightlifting,Traps,Barbell,Beginner,Back
Single-arm inverted row,Strength,Traps,Barbell,Intermediate,Back
Kettlebell sumo deadlift high pull,Strength,Traps,Kettlebells,Intermediate,Back
Standing dumbbell shrug,Strength,Traps,Dumbbell,Intermediate,Back
Standing dumbbell upright row,Strength,Traps,Dumbbell,Intermediate,Back
Dumbbell pull-over,Strength,Traps,Dumbbell,Intermediate,Back
Standing Dumbbell Shrug - Gethin Variation,Strength,Traps,Dumbbell,Intermediate,Back
Single-arm dumbbell row,Strength,Traps,Dumbbell,Intermediate,Back
Lying Face Down Plate Neck Resistance,Strength,Neck,Other,Beginner,Other
Lying Face Up Plate Neck Resistance,Strength,Neck,Other,Beginner,Other
Seated Head Harness Neck Resistance,Strength,Neck,Other,Beginner,Other
Cable straight-bar upright row,Strength,Traps,Cable,Intermediate,Back
Cable shrug,Strength,Traps,Cable,Intermediate,Back
Smith machine shrug,Strength,Traps,Machine,Intermediate,Back
Leverage Shrug,Strength,Traps,Machine,Intermediate,Back
Calf-Machine Shoulder Shrug,Strength,Traps,Machine,Beginner,Back
Smith machine behind-the-back shrug,Strength,Traps,Machine,Intermediate,Back
Smith machine upright row,Strength,Traps,Machine,Intermediate,Back
Machine low row-,Strength,Traps,Machine,Intermediate,Back
Machine Shrug - Gethin Variation,Strength,Traps,Machine,Intermediate,Back
Smith machine single-arm shrug,Strength,Traps,Machine,Intermediate,Back
Isometric Neck Exercise - Sides,Strength,Neck,Bodyweight,Beginner,Other
Isometric Neck Exercise - Front And Back,Strength,Neck,Bodyweight,Beginner,Other
Neck Bridge Prone,Strength,Neck,Bodyweight,Beginner,Other
Side Neck Stretch,Stretching,Neck,Bodyweight,Intermediate,Other
Neck-SMR,Stretching,Neck,Bodyweight,Intermediate,Other
Scapular Pull-Up,Strength,Traps,Bodyweight,Beginner,Back
Single-leg depth squat,Strength,Quadriceps,Bands,Intermediate,Legs
Squats - With Bands,Strength,Quadriceps,Bands,Beginner,Legs
Hip Flexion with Band,Strength,Quadriceps,Bands,Beginner,Legs
Forward Band Walk,Strength,Quadriceps,Bands,Beginner,Legs
Boss Everline Resistance-Band Pull Sprint,Strength,Quadriceps,Bands,Intermediate,Legs
Banded jump squat,Strength,Quadriceps,Bands,Intermediate,Legs
